Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Year,MRP_Level,Item_Outlet_Sales,Item_Class
FDW,18.25,Low Fat,0.1486736,Frozen Foods,197.2452,OUT010,Small,Tier 3,Grocery Store,15,High,0.9923953,FD
FDA,21.25,Low Fat,0.1560126,Snack Foods,177.337,OUT018,Medium,Tier 3,Supermarket Type2,4,High,15.9188,FD
NCO,7.235,None,0.07701149,Household,117.3492,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,12.83383,NC
FDV,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,Small,Tier 2,Supermarket Type1,9,High,23.75644,FD
FDC,15.85,Low Fat,0.1358369,Canned,93.8094,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,34.50741,FD
NCV,10.1,None,0.03006222,Health and Hygiene,154.3656,OUT027,Medium,Tier 3,Supermarket Type3,28,High,16.01037,NC
FDW,18,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,8.029902,FD
FDS,7.02,Low Fat,0.08109664,Fruits and Vegetables,148.4734,OUT013,High,Tier 3,Supermarket Type1,26,High,24,FD
FDX,15.1,Regular,0.1000608,Fruits and Vegetables,144.0786,OUT045,Small,Tier 2,Supermarket Type1,11,High,18.04997,FD
FDC,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,22.65513,FD
FDG,21.2,Regular,0.007069662,Starchy Foods,175.7738,OUT018,Medium,Tier 3,Supermarket Type2,4,High,10.87484,FD
NCC,16.6,None,0.04616192,Household,176.6344,OUT010,Small,Tier 3,Grocery Store,15,High,2.020381,NC
NCZ,12.15,None,0.07959273,Health and Hygiene,37.3506,OUT045,Small,Tier 2,Supermarket Type1,11,Low,17.27309,NC
FDZ,16.25,Low Fat,0.02577699,Fruits and Vegetables,169.9474,OUT049,Medium,Tier 1,Supermarket Type1,14,High,16.84995,FD
NCS,11.5,None,0.02096061,Health and Hygiene,133.2942,OUT013,High,Tier 3,Supermarket Type1,26,Medium,19.87996,NC
DRC,5.73,Low Fat,0.03776899,Soft Drinks,87.3882,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,15.72536,DR
FDW,13.15,Low Fat,0.02071591,Breads,83.5566,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,15.17952,FD
FDB,5.465,Regular,0.04880167,Baking Goods,132.1626,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,11.9092,FD
FDT,14.15,Low Fat,0.03115831,Canned,253.7014,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,23.11786,FD
FDG,12.8,Low Fat,0.06960568,Starchy Foods,261.9252,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,19.02902,FD
FDM,8.655,Regular,0.08837359,Snack Foods,119.3756,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,12.18094,FD
FDQ,11.1,Regular,0.03585306,Frozen Foods,176.8712,OUT027,Medium,Tier 3,Supermarket Type3,28,High,20.8694,FD
FDF,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,Medium,Tier 1,Supermarket Type1,14,High,1.992969,FD
FDP,20.6,Low Fat,0.08347358,Baking Goods,120.8756,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,10.02482,FD
FDT,13.6,Regular,0.07643454,Fruits and Vegetables,155.8946,OUT019,Small,Tier 1,Grocery Store,28,High,3.036563,FD
FDH,19.7,Regular,0.08073703,Baking Goods,197.011,OUT046,Small,Tier 1,Supermarket Type1,16,High,16.94823,FD
FDF,14.5,Regular,0.06241414,Fruits and Vegetables,169.6448,OUT035,Small,Tier 2,Supermarket Type1,9,High,12.05659,FD
NCX,10,None,0.08915253,Health and Hygiene,147.7102,OUT046,Small,Tier 1,Supermarket Type1,16,High,2.961411,NC
FDD,7.945,Low Fat,0.01586308,Snack Foods,161.821,OUT013,High,Tier 3,Supermarket Type1,26,High,15.1205,FD
FDQ,20.35,Regular,0.1513083,Meat,81.7276,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,24.84705,FD
FDL,15.85,Regular,0.1216097,Baking Goods,60.222,OUT035,Small,Tier 2,Supermarket Type1,9,Low,8.955166,FD
FDS,16.85,Regular,0.02313513,Snack Foods,44.8428,OUT013,High,Tier 3,Supermarket Type1,26,Low,15.67888,FD
NCM,11.5,None,0.0177141,Health and Hygiene,132.9626,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,10.85109,NC
FDO,11.1,Low Fat,0.1717799,Baking Goods,156.4604,OUT049,Medium,Tier 1,Supermarket Type1,14,High,15.19174,FD
NCJ,6.635,None,0.0270694,Household,174.9396,OUT046,Small,Tier 1,Supermarket Type1,16,High,9.971419,NC
FDA,7.81,Regular,0.05522676,Canned,123.1046,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,7.079607,FD
NCM,9.395,None,0.04012462,Others,85.1908,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,15.75584,NC
FDT,7,Low Fat,0.151377,Canned,108.228,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,10.82722,FD
FDP,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,21.01931,FD
DRF,15.75,Low Fat,0.1665138,Dairy,38.0506,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,6.981603,DR
NCZ,19.85,None,0.06478563,Health and Hygiene,123.7704,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,20.22623,NC
DRJ,9.5,Low Fat,0.08522345,Hard Drinks,189.2872,OUT049,Medium,Tier 1,Supermarket Type1,14,High,31.96619,DR
FDP,15.6,Low Fat,0.1439154,Breakfast,127.5994,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,19.13401,FD
FDT,12,Low Fat,0.1322753,Baking Goods,123.8388,OUT019,Small,Tier 1,Grocery Store,28,Medium,1,FD
FDA,13.35,Regular,0.1493382,Snack Foods,178.666,OUT035,Small,Tier 2,Supermarket Type1,9,High,10.06157,FD
FDJ,11.1,Low Fat,0.04482344,Snack Foods,174.2054,OUT046,Small,Tier 1,Supermarket Type1,16,High,11.05683,FD
FDO,15,Regular,0.02681843,Baking Goods,219.7456,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,14.08282,FD
FDS,14.8,Regular,0.04407225,Breads,109.057,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,13.09536,FD
FDH,19.1,Regular,0.02587215,Fruits and Vegetables,145.7418,OUT046,Small,Tier 1,Supermarket Type1,16,High,6.057636,FD
NCM,6.825,None,0.05983566,Health and Hygiene,264.3226,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,16,NC
NCU,17.6,None,0.1302772,Household,228.001,OUT019,Small,Tier 1,Grocery Store,28,Very_High,5.037281,NC
FDV,17.35,Regular,0.02765379,Canned,88.0856,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,14.96594,FD
FDA,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,High,Tier 3,Supermarket Type1,26,Medium,16.80078,FD
FDJ,19.35,Regular,0.06288211,Baking Goods,164.1184,OUT017,Small,Tier 2,Supermarket Type1,6,High,17.10358,FD
FDN,18.6,Low Fat,0.1522947,Breakfast,98.9358,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,15.24258,FD
DRF,7.27,Low Fat,0.0710645,Soft Drinks,114.4518,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,11.93709,DR
FDK,12.6,Regular,0.04172694,Fruits and Vegetables,122.0072,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,12.04918,FD
FDB,7.575,Low Fat,0.05512189,Dairy,196.7768,OUT027,Medium,Tier 3,Supermarket Type3,28,High,30.04574,FD
NCS,12.65,None,0.04221112,Household,108.6938,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,12.8206,NC
FDZ,11,Regular,0.1325009,Canned,220.3798,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,24,FD
FDN,17.5,Low Fat,0.01555743,Fruits and Vegetables,184.7266,OUT035,Small,Tier 2,Supermarket Type1,9,High,11.98051,FD
FDO,8.06,Low Fat,0.02140991,Breakfast,229.7326,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,30.16976,FD
NCD,12.1,None,0.01549734,Household,165.5526,OUT018,Medium,Tier 3,Supermarket Type2,4,High,20.86047,NC
NCV,20.2,None,0.06561281,Household,62.351,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,34.49077,NC
FDY,17.2,Regular,0.01203075,Canned,166.6184,OUT049,Medium,Tier 1,Supermarket Type1,14,High,6.936982,FD
FDM,18.25,Low Fat,0.0756037,Snack Foods,215.1218,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,14.90238,FD
FDT,5.94,Regular,0.02937237,Breads,186.7556,OUT046,Small,Tier 1,Supermarket Type1,16,High,21.11245,FD
FDD,16.7,Low Fat,0.07009652,Dairy,217.885,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,17.87608,FD
NCL,7.39,None,0.1202582,Others,141.547,OUT035,Small,Tier 2,Supermarket Type1,9,High,16.18086,NC
FDZ,20.7,Regular,0.07928148,Baking Goods,100.1042,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,8.919084,FD
NCU,15.1,None,0.09776873,Household,142.4496,OUT019,Small,Tier 1,Grocery Store,28,High,3.963496,NC
FDJ,15.6,Regular,0.1047862,Snack Foods,172.2764,OUT027,Medium,Tier 3,Supermarket Type3,28,High,8.973879,FD
FDX,18.2,Regular,0.0436266,Baking Goods,241.4196,OUT010,Small,Tier 3,Grocery Store,15,Very_High,1.996686,FD
FDV,20.2,Regular,0.1178393,Baking Goods,195.211,OUT018,Medium,Tier 3,Supermarket Type2,4,High,12.07377,FD
NCB,6.525,None,0.08985845,Household,84.5882,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,24.36885,NC
FDH,15.1,Regular,0.185009,Fruits and Vegetables,42.3796,OUT019,Small,Tier 1,Grocery Store,28,Low,2.922132,FD
FDB,17.75,Regular,0.1567013,Dairy,240.7538,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,18.96843,FD
FDI,8.71,Regular,0.04460716,Dairy,43.5744,OUT017,Small,Tier 2,Supermarket Type1,6,Low,11.42915,FD
FDN,18.85,Regular,0.1390877,Snack Foods,251.7724,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,11.99523,FD
FDQ,20.75,Low Fat,0.08924379,Breakfast,192.0478,OUT035,Small,Tier 2,Supermarket Type1,9,High,24.21245,FD
FDM,12.5,Regular,0.07372112,Canned,85.6198,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,7.130811,FD
FDW,5.325,Regular,0.13868,Dairy,53.7298,OUT046,Small,Tier 1,Supermarket Type1,16,Low,16.05956,FD
FDP,12.85,Low Fat,0.2402682,Snack Foods,156.463,OUT019,Small,Tier 1,Grocery Store,28,High,2,FD
FDY,16.75,Low Fat,0.07747588,Fruits and Vegetables,255.3988,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,18.11276,FD
FDL,16,Low Fat,0.04091182,Snack Foods,141.2496,OUT013,High,Tier 3,Supermarket Type1,26,High,23.98301,FD
FDA,13.35,Regular,0.1499749,Snack Foods,179.766,OUT018,Medium,Tier 3,Supermarket Type2,4,High,33,FD
FDM,11.8,Regular,0.02607287,Meat,99.8674,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,10.20027,FD
FDI,10.65,Regular,0.08548276,Snack Foods,231.4668,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,13.93347,FD
NCD,12.1,None,0.01552177,Household,165.8526,OUT017,Small,Tier 2,Supermarket Type1,6,High,18.83962,NC
FDW,9.395,Low Fat,0.09910184,Snack Foods,105.828,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,16.10583,FD
NCP,19.6,None,0.0252818,Health and Hygiene,152.0024,OUT035,Small,Tier 2,Supermarket Type1,9,High,18.975,NC
FDL,14.1,Low Fat,0.1256759,Fruits and Vegetables,86.9198,OUT013,High,Tier 3,Supermarket Type1,26,Medium,13.04487,FD
FDN,8.895,Low Fat,0.07204818,Breakfast,177.937,OUT027,Medium,Tier 3,Supermarket Type3,28,High,38.67123,FD
FDA,16.5,Regular,0.06826392,Canned,104.799,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,11.81679,FD
FDF,14.3,Regular,0.1091441,Fruits and Vegetables,88.2856,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.990938,FD
FDH,7.51,Low Fat,0.01742578,Fruits and Vegetables,227.901,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,2.015796,FD
DRH,17.25,Low Fat,0.03511883,Dairy,93.412,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,9.978589,DR
FDQ,5.785,Regular,0.05406657,Fruits and Vegetables,87.0856,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,16.14698,FD
FDO,13.65,Regular,0.01282383,Snack Foods,55.5588,OUT017,Small,Tier 2,Supermarket Type1,6,Low,16.48957,FD
FDT,6.26,Regular,0.009883257,Meat,149.8366,OUT049,Medium,Tier 1,Supermarket Type1,14,High,13.11279,FD
FDM,14,Regular,0.04175458,Snack Foods,53.464,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,29.88777,FD
FDR,19.7,Low Fat,0.1120362,Snack Foods,174.937,OUT010,Small,Tier 3,Grocery Store,15,High,5.042873,FD
FDQ,19.7,Regular,0.1616106,Canned,255.2014,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,13.98903,FD
FDZ,13.65,Regular,0.07890917,Dairy,186.724,OUT049,Medium,Tier 1,Supermarket Type1,14,High,23.96144,FD
NCK,20.1,None,0.07776977,Health and Hygiene,63.0536,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,15.54325,NC
FDW,12.6,Regular,0.02195161,Fruits and Vegetables,250.9092,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,18.85612,FD
FDF,20.85,Low Fat,0.09777,Starchy Foods,222.8746,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,16.10768,FD
DRO,11.8,Low Fat,0.0948171,Hard Drinks,77.9012,OUT019,Small,Tier 1,Grocery Store,28,Medium,0.9743265,DR
NCM,15.6,None,0.06672613,Others,185.8924,OUT046,Small,Tier 1,Supermarket Type1,16,High,18.91823,NC
FDY,5.98,Low Fat,0.04380926,Fruits and Vegetables,146.8418,OUT017,Small,Tier 2,Supermarket Type1,6,High,12.02452,FD
FDJ,7.42,Regular,0.03627089,Seafood,184.3582,OUT019,Small,Tier 1,Grocery Store,28,High,1.007594,FD
FDV,16.35,Low Fat,0.03267145,Meat,165.4842,OUT018,Medium,Tier 3,Supermarket Type2,4,High,9.016316,FD
DRG,14.15,Low Fat,0.09537822,Soft Drinks,170.5106,OUT046,Small,Tier 1,Supermarket Type1,16,High,14.04926,DR
DRF,12.1,Low Fat,0.02970399,Soft Drinks,145.1444,OUT013,High,Tier 3,Supermarket Type1,26,High,23,DR
NCJ,9.895,None,0.06018893,Household,233.0642,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,25.92191,NC
NCP,8.51,None,0.01613576,Household,195.6478,OUT049,Medium,Tier 1,Supermarket Type1,14,High,21.78635,NC
NCF,17,None,0.1262202,Household,126.7362,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,9.928986,NC
FDY,14.15,Regular,0.02428638,Fruits and Vegetables,194.711,OUT027,Medium,Tier 3,Supermarket Type3,28,High,30.26193,FD
FDX,9,Low Fat,0.06535072,Snack Foods,175.437,OUT049,Medium,Tier 1,Supermarket Type1,14,High,18.1026,FD
NCU,5.11,None,0.03507196,Household,163.221,OUT017,Small,Tier 2,Supermarket Type1,6,High,16.98958,NC
FDU,19.5,Regular,0.03074208,Canned,85.554,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,14.16364,FD
FDC,9.195,Low Fat,0.015949,Baking Goods,84.1592,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,14.71483,FD
FDJ,16.7,Regular,0.03849617,Snack Foods,147.5102,OUT013,High,Tier 3,Supermarket Type1,26,High,37.56206,FD
NCX,19,None,0.01774683,Health and Hygiene,210.8244,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,12.05123,NC
FDT,12.3,Low Fat,0.1112746,Baking Goods,35.0874,OUT046,Small,Tier 1,Supermarket Type1,16,Low,13.0741,FD
FDK,5.695,Low Fat,0.06527228,Frozen Foods,256.1646,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,13.07612,FD
DRI,14.15,Low Fat,0.1834726,Soft Drinks,82.0276,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,19.80494,DR
NCM,17.7,None,0.08918772,Household,128.9678,OUT019,Small,Tier 1,Grocery Store,28,Medium,1.972086,NC
FDD,10.395,Low Fat,0.03028154,Baking Goods,116.3176,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,10.82978,FD
NCF,17,None,0.2113067,Household,125.1362,OUT010,Small,Tier 3,Grocery Store,15,Medium,2.011188,NC
FDX,15.85,Regular,0.06119096,Meat,47.1744,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,21.11393,FD
FDZ,10.195,Low Fat,0.1073077,Snack Foods,149.8076,OUT013,High,Tier 3,Supermarket Type1,26,High,14.79974,FD
FDB,11.6,Low Fat,0.06744173,Dairy,57.4272,OUT019,Small,Tier 1,Grocery Store,28,Low,1.94776,FD
DRM,6.57,Low Fat,0.06633872,Hard Drinks,261.4278,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,15.93268,DR
DRE,8.43,Low Fat,0.01572192,Soft Drinks,195.3768,OUT017,Small,Tier 2,Supermarket Type1,6,High,8.069609,DR
NCL,7.39,None,0.1205249,Others,142.247,OUT045,Small,Tier 2,Supermarket Type1,11,High,17.10756,NC
FDB,16,Low Fat,0.06119221,Starchy Foods,224.1404,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,21.08432,FD
FDX,13.1,Low Fat,0.07505654,Dairy,76.0354,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,7.915829,FD
NCM,11.5,None,0.0175568,Health and Hygiene,129.9626,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,26.24007,NC
FDH,13.5,Regular,0.1290775,Starchy Foods,95.2068,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,6.126041,FD
FDG,20.6,Regular,0.04789639,Fruits and Vegetables,185.8556,OUT013,High,Tier 3,Supermarket Type1,26,High,9.092007,FD
FDP,15.2,Low Fat,0.02124049,Canned,216.9824,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,22.14195,FD
FDY,6.38,Low Fat,0.03174371,Dairy,179.1344,OUT027,Medium,Tier 3,Supermarket Type3,28,High,8.964831,FD
DRM,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,OUT017,Small,Tier 2,Supermarket Type1,6,High,22.94034,DR
DRI,6.03,Low Fat,0.02279618,Dairy,178.1028,OUT018,Medium,Tier 3,Supermarket Type2,4,High,7.955082,DR
FDY,17.6,Regular,0.1332795,Meat,112.6202,OUT019,Small,Tier 1,Grocery Store,28,Medium,5.994672,FD
NCV,18.85,None,0.01613259,Health and Hygiene,130.2626,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,23.15891,NC
NCJ,7.68,None,0.1524295,Health and Hygiene,85.5224,OUT013,High,Tier 3,Supermarket Type1,26,Medium,14.94738,NC
NCP,15.35,None,0.03534849,Household,124.673,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,16.79546,NC
FDZ,13.1,Low Fat,0.02090319,Dairy,119.2782,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,25.9782,FD
NCR,10.1,None,0.05485338,Health and Hygiene,198.6084,OUT018,Medium,Tier 3,Supermarket Type2,4,High,10.98892,NC
FDX,15.85,Regular,0.1069712,Meat,44.7744,OUT019,Small,Tier 1,Grocery Store,28,Low,3.033501,FD
FDQ,12.65,Low Fat,0.03548256,Baking Goods,231.401,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,10.91919,FD
FDC,14.6,Regular,0.04292307,Fruits and Vegetables,109.8254,OUT013,High,Tier 3,Supermarket Type1,26,Medium,14.82245,FD
FDQ,11.1,Regular,0.03617429,Frozen Foods,176.0712,OUT018,Medium,Tier 3,Supermarket Type2,4,High,8.984665,FD
FDI,12.35,Regular,0.03359737,Meat,197.2426,OUT027,Medium,Tier 3,Supermarket Type3,28,High,16.04056,FD
FDQ,8.63,Regular,0.02832066,Canned,172.5422,OUT049,Medium,Tier 1,Supermarket Type1,14,High,12.99247,FD
NCK,9.6,None,0.005583951,Household,163.9184,OUT035,Small,Tier 2,Supermarket Type1,9,High,26.19034,NC
DRI,19.6,Low Fat,0.05674406,Soft Drinks,55.6614,OUT010,Small,Tier 3,Grocery Store,15,Low,2.978441,DR
DRA,19.35,Regular,0.03999031,Soft Drinks,165.0868,OUT049,Medium,Tier 1,Supermarket Type1,14,High,5.952752,DR
FDA,14,Low Fat,0.03015522,Fruits and Vegetables,214.7192,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,14.0652,FD
FDE,12.15,Low Fat,0.06254155,Starchy Foods,34.3532,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,7.326025,FD
FDY,8.195,Low Fat,0.03140344,Baking Goods,93.8462,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,6.903033,FD
FDQ,8.325,Low Fat,0.02984524,Fruits and Vegetables,41.6138,OUT045,Small,Tier 2,Supermarket Type1,11,Low,6.831787,FD
FDB,7.475,Low Fat,0.1491256,Fruits and Vegetables,241.6854,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,25,FD
FDB,19,Regular,0.1703827,Frozen Foods,45.2718,OUT019,Small,Tier 1,Grocery Store,28,Low,1.044178,FD
DRG,6.385,Low Fat,0.08376852,Hard Drinks,109.8596,OUT013,High,Tier 3,Supermarket Type1,26,Medium,29.45385,DR
FDV,7.645,Regular,0.1167937,Snack Foods,41.0112,OUT019,Small,Tier 1,Grocery Store,28,Low,1.039014,FD
FDI,18.5,Regular,0.06220511,Frozen Foods,148.3418,OUT013,High,Tier 3,Supermarket Type1,26,High,11.90293,FD
FDN,11.5,Low Fat,0.0463847,Snack Foods,118.9124,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,12.95627,FD
NCM,7.93,None,0.07142565,Health and Hygiene,45.9086,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,23.32039,NC
DRG,16.2,Low Fat,0.03392913,Soft Drinks,154.3972,OUT019,Small,Tier 1,Grocery Store,28,High,2.018135,DR
FDA,13.65,Low Fat,0.03603364,Snack Foods,183.7924,OUT045,Small,Tier 2,Supermarket Type1,11,High,14.09902,FD
FDM,12.35,Regular,0.1583375,Meat,157.9946,OUT013,High,Tier 3,Supermarket Type1,26,High,20.97342,FD
FDA,14,Low Fat,0.03014098,Fruits and Vegetables,216.0192,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,11.98333,FD
NCZ,9.6,None,0.02451522,Health and Hygiene,189.2214,OUT049,Medium,Tier 1,Supermarket Type1,14,High,20.91122,NC
FDW,14,Regular,0.1051256,Frozen Foods,143.2812,OUT035,Small,Tier 2,Supermarket Type1,9,High,22.87158,FD
FDS,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,13.09055,FD
FDM,16.85,Regular,0.1333854,Snack Foods,109.8544,OUT010,Small,Tier 3,Grocery Store,15,Medium,2.036412,FD
NCE,20.7,None,0.04709817,Household,75.5354,OUT019,Small,Tier 1,Grocery Store,28,Medium,1.992057,NC
FDS,7.05,Regular,0.055548,Breads,225.3088,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,25.81536,FD
FDL,17.1,Low Fat,0.1286142,Fruits and Vegetables,111.6886,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,13.93733,FD
FDX,7.725,Low Fat,0.04755157,Canned,249.1092,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,32.98675,FD
FDR,19.7,Low Fat,0.06687976,Snack Foods,174.437,OUT013,High,Tier 3,Supermarket Type1,26,High,9.103189,FD
FDV,16.1,Regular,0.1603791,Frozen Foods,33.6558,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,6.053483,FD
FDZ,11.3,Regular,0.05486139,Meat,96.9094,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,9.824578,FD
FDD,6.035,Low Fat,0.1415425,Snack Foods,153.1998,OUT045,Small,Tier 2,Supermarket Type1,11,High,10.03916,FD
FDE,17.6,Regular,0.05339764,Starchy Foods,46.706,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,14.96788,FD
NCF,6.675,None,0.02171028,Household,34.9874,OUT045,Small,Tier 2,Supermarket Type1,11,Low,7.060022,NC
FDU,15.5,Regular,0.07568803,Baking Goods,262.9568,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,7.018634,FD
FDZ,9.395,Low Fat,0.04534028,Snack Foods,85.025,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,24.47074,FD
FDI,16.1,Low Fat,0.1001495,Fruits and Vegetables,78.4328,OUT013,High,Tier 3,Supermarket Type1,26,Medium,14.7705,FD
FDH,15,Regular,0.1623486,Canned,185.9266,OUT017,Small,Tier 2,Supermarket Type1,6,High,24.79831,FD
FDE,9.6,Low Fat,0.03634154,Fruits and Vegetables,142.9154,OUT049,Medium,Tier 1,Supermarket Type1,14,High,22.82297,FD
DRJ,14.1,Low Fat,0.08792068,Dairy,228.5668,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,5.039376,DR
FDX,11.5,Regular,0.04208775,Frozen Foods,192.682,OUT045,Small,Tier 2,Supermarket Type1,11,High,20.04152,FD
DRN,12.1,Low Fat,0.01692193,Hard Drinks,178.366,OUT017,Small,Tier 2,Supermarket Type1,6,High,24.18838,DR
FDT,7.42,Low Fat,0.02042355,Snack Foods,249.0092,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,12,FD
FDY,15.1,Low Fat,0.1738331,Snack Foods,196.511,OUT045,Small,Tier 2,Supermarket Type1,11,High,23.98779,FD
FDG,17.35,Regular,0.2561522,Seafood,151.005,OUT019,Small,Tier 1,Grocery Store,28,High,0.9920532,FD
FDS,9.285,Regular,0.02100264,Snack Foods,161.1578,OUT035,Small,Tier 2,Supermarket Type1,9,High,24.89141,FD
FDA,7.855,Regular,0.07125791,Dairy,220.1482,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,20.89507,FD
FDY,18.35,Regular,0.09178014,Frozen Foods,182.5266,OUT027,Medium,Tier 3,Supermarket Type3,28,High,35.36433,FD
FDF,12.85,Low Fat,0.03322017,Fruits and Vegetables,196.6768,OUT046,Small,Tier 1,Supermarket Type1,16,High,14.02847,FD
FDI,13.8,Low Fat,0.1412349,Dairy,263.7884,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,21.09553,FD
FDC,15,Low Fat,0.1989985,Snack Foods,226.5694,OUT010,Small,Tier 3,Grocery Store,15,Very_High,4.031778,FD
FDL,10.8,Low Fat,0.04970962,Fruits and Vegetables,246.8144,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,9.927071,FD
FDF,14.3,Regular,0.06515329,Fruits and Vegetables,88.4856,OUT013,High,Tier 3,Supermarket Type1,26,Medium,15.89151,FD
FDN,9.8,Regular,0.01508711,Meat,250.1408,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,16.01279,FD
